level_3rd,skill_type,tags
实验室负责人,化妆品研发职责,包材相容性测试|_|包材相容性测试|_|化妆品功效评估|_|化妆品功效评估|_|化妆品配制工艺研发|_|化妆品配制工艺研发|_|新产品配方研发|_|新产品配方研发|_|配方稳定性测试|_|配方稳定性测试
实验室负责人,涂料类型,水性涂料|_|水性涂料|_|油性涂料|_|油性涂料|_|粉末涂料|_|粉末涂料
实验室负责人,质量安全管理体系标准,GJB9001|_|GJB9001|_|ISO15189|_|ISO15189|_|ISO17021|_|ISO17021|_|ISO22716|_|ISO22716|_|SSOP|_|SSOP|_|实验室质量管理体系标准|_|实验室质量管理体系标准|_|质量管理体系标准|_|质量管理体系标准|_|食品质量管理体系标准|_|食品质量管理体系标准
实验室负责人,质量管理工具/方法,6σ|_|6σ|_|8D报告|_|8D报告|_|APQP|_|APQP|_|CMK|_|CMK|_|CPK|_|CPK|_|FMEA|_|FMEA|_|FRACAS|_|FRACAS|_|FTA|_|FTA|_|MSA|_|MSA|_|PPAP|_|PPAP|_|PPK|_|PPK|_|QC七大手法|_|QC七大手法|_|SPC|_|SPC|_|全面质量管理TQM|_|全面质量管理TQM|_|精益生产|_|精益生产
实验室负责人,资格证书,分析工职业资格证书|_|分析工职业资格证书|_|化学检验员职业资格证|_|化学检验员职业资格证|_|注册化工工程师|_|注册化工工程师
实验室负责人,食品饮料研发方向,保健/功能饮料研发|_|保健/功能饮料研发|_|宠物食品研发|_|宠物食品研发|_|油脂研发|_|油脂研发|_|糖果/糕点研发|_|糖果/糕点研发|_|肉制品研发|_|肉制品研发|_|调料研发|_|调料研发|_|饮品研发|_|饮品研发
宠物医生,宠物医生工作内容,X片判读|_|传染病诊断|_|免疫接种|_|化验结果判读|_|呼吸系统诊断|_|外科手术|_|宠物训练|_|泌尿系统诊断|_|消化系统诊断
宠物护理,宠物美容师工作内容,宠物修剪|_|宠物按摩|_|宠物洗澡|_|宠物造型
宠物服务,宠物美容师工作内容,宠物修剪|_|宠物按摩|_|宠物洗澡|_|宠物造型
宠物美容,宠物美容师工作内容,宠物修剪|_|宠物按摩|_|宠物洗澡|_|宠物造型
审核员,质检工作方向,DQC|_|FQC|_|IPQC|_|MQC|_|OQC|_|PQC|_|QC
审核员,质量安全管理体系标准,GJB9001|_|GMP|_|HACCP |_|ISO15189|_|ISO17021|_|ISO22716|_|SSOP|_|汽车质量管理体系标准|_|环境管理体系标准|_|职业健康安全管理体系标准|_|质量管理体系标准|_|食品质量管理体系标准
审核员,质量检测/试验方法,化学检测|_|寿命试验|_|微生物检测|_|无损检测|_|物理检测|_|环境监测
审核员,质量管理工具/方法,6σ|_|8D报告|_|APQP|_|CMK|_|CPK|_|FMEA|_|FRACAS|_|FTA|_|MSA|_|PPAP|_|PPK|_|QC七大手法|_|SPC|_|全面质量管理TQM|_|精益生产
审核员,资格证书,内审员证|_|安全员资格证|_|安全评价师证书|_|审核员证|_|注册安全工程师证|_|质检员证书
审计,审计方向,上市审计|_|内控审计|_|内部审计|_|境外审计|_|外部审计|_|工程审计|_|离职审计|_|税务审计|_|绩效审计|_|舞弊审计|_|财务审计|_|财报审计
审计,审计职能,审计专员|_|审计总监|_|审计经理
审计,财务软件,Oracle|_|SAP|_|新中大|_|浪潮通软|_|用友|_|畅捷通|_|管家婆|_|速达|_|金算盘|_|金蝶
审计,资格证书,ACCA|_|CIA|_|CMA|_|CPA|_|中级会计师|_|中级审计师|_|中级经济师|_|初级审计师|_|初级经济师|_|高级会计师|_|高级审计师
客户代表,销售方式,大客户销售|_|面销
客户代表,销售行业属性,保健品销售|_|保险销售|_|信用卡销售|_|基金销售|_|外贸销售|_|快消品销售|_|房屋租赁|_|期货销售|_|汽车配件销售|_|汽车销售|_|物流销售|_|珠宝销售|_|理财销售|_|课程销售|_|酒水销售|_|食品销售
客户助理,销售方式,大客户销售|_|面销
客户助理,销售行业属性,保健品销售|_|保险销售|_|信用卡销售|_|基金销售|_|外贸销售|_|快消品销售|_|房屋租赁|_|期货销售|_|汽车配件销售|_|汽车销售|_|物流销售|_|珠宝销售|_|理财销售|_|课程销售|_|酒水销售|_|食品销售
客户成功,客户群体,KA大客户|_|个人客户|_|企业客户|_|医疗机构客户|_|政府客户|_|机构客户|_|院校客户
客户成功,证书,会计从业资格证书|_|保险从业资格证书|_|基金从业资格证|_|证券从业资格证|_|银行从业资格证
客户成功,销售方式,渠道销售|_|电话销售|_|网络销售|_|门店销售|_|面销/陌拜
客户经理,市场工作方向,市场推广|_|市场策划
客户经理,资格证书,CCBP
客户经理,销售行业属性,保险销售|_|外贸销售|_|汽车销售
客户经理,面向对象,TO B|_|TO C|_|TO G
客户续期管理,销售方式,大客户销售|_|面销
客户续期管理,销售行业属性,保健品销售|_|保险销售|_|信用卡销售|_|基金销售|_|外贸销售|_|快消品销售|_|房屋租赁|_|期货销售|_|汽车配件销售|_|汽车销售|_|物流销售|_|珠宝销售|_|理财销售|_|课程销售|_|酒水销售|_|食品销售
客房服务员,客房服务工作内容,客房检查|_|布草清洗|_|楼层服务
客房管理,酒店管理方向,入住管理|_|卫生管理|_|宾客关系管理|_|对客服务管理|_|布草管理|_|楼面管理|_|设备管理
客房经理,酒店管理方向,入住管理|_|卫生管理|_|宾客关系管理|_|对客服务管理|_|布草管理|_|楼面管理|_|设备管理
客服,客服方向,售前客服|_|售后客服|_|在线客服|_|外呼客服|_|客服管理|_|客服质检|_|微信客服|_|投诉客服|_|接听客服|_|电商客服
客服专员,客服方向,售前客服|_|售后客服|_|在线客服|_|外呼客服|_|客服管理|_|客服质检|_|微信客服|_|投诉客服|_|接听客服|_|电商客服
客服主管,客服方向,售前客服|_|售后客服|_|在线客服|_|外呼客服|_|客服管理|_|客服质检|_|投诉客服|_|电商客服|_|英语客服
客服总监,客服方向,呼叫中心管理|_|在线客服总监|_|客服质检总监|_|客服部门管理|_|电话客服总监|_|英语客服总监
客服经理,客服方向,售前客服|_|在线客服|_|外呼客服|_|客服管理|_|客服质检|_|投诉客服|_|接听客服|_|电商客服|_|英语客服
宣传策划,市场工作内容,内容营销|_|品牌策划|_|市场信息收集|_|市场数据分析|_|战略规划|_|活动策划|_|策略规划|_|营销策划
宣传策划,市场工作技能,文字写作能力|_|活动组织能力
宣传策划,市场工作方向,市场开发|_|市场策划
宣传策划,市场推广渠道,360渠道|_|微博平台|_|搜狗渠道|_|百度渠道
宣传策划,市场调研方向,市场研究|_|行业研究
室内设计,室内设计方向,全屋定制设计|_|全屋定制设计|_|厨房配套设计|_|厨房配套设计|_|商场设计|_|商场设计|_|室内方案设计|_|室内方案设计|_|室内施工图设计|_|室内施工图设计|_|室内深化设计|_|室内深化设计|_|家具设计|_|家具设计|_|家装设计|_|家装设计|_|工业空间设计|_|工业空间设计|_|橱柜设计|_|橱柜设计|_|硬装设计|_|硬装设计|_|酒店设计|_|酒店设计|_|销售型设计|_|销售型设计|_|餐柜设计|_|餐柜设计|_|餐饮设计|_|餐饮设计
室内设计,照明设计方向,照明设计|_|照明设计
室内设计,设计方向,手绘|_|手绘
室内设计,设计职能,主案设计师|_|主案设计师|_|设计主管|_|设计主管|_|设计师|_|设计师|_|设计师助理|_|设计师助理|_|设计总监|_|设计总监|_|设计经理|_|设计经理
室内设计,设计软件,CAD|_|CAD|_|InDesign|_|InDesign|_|JewelCAD|_|JewelCAD|_|PhotoShop|_|PhotoShop|_|三维家|_|三维家|_|酷家乐|_|酷家乐
室分设计工程师,设计软件,CAD
室分设计工程师,资格证书,CCIE证书|_|CCNA证书|_|CCNP证书|_|登高证
室分设计工程师,通信工作内容,信令分析|_|基站维护|_|基站设备维护|_|宽带装维|_|故障处理|_|网络系统设计
室分设计工程师,通信工作方向,4G|_|5G|_|传输线路设计|_|室分设计
家具设计,室内设计方向,全屋定制设计|_|厨房配套设计|_|木门设计|_|橱柜设计|_|硬装设计|_|销售型设计|_|餐柜设计
家具设计,家具类型,儿童家具|_|办公家具|_|古典家具|_|实木家具|_|客厅家具|_|家用家具|_|户外家具|_|板木家具|_|欧式家具|_|软体家具|_|金属家具|_|餐厅家具
家具设计,设计职能,主案设计师|_|设计主管|_|设计师|_|设计师助理|_|设计总监|_|设计经理
家具设计,设计软件,3D MAX|_|CAD|_|InDesign|_|PhotoShop|_|三维家|_|酷家乐
家居设计,室内设计方向,全屋定制设计|_|厨房配套设计|_|室内方案设计|_|室内施工图设计|_|室内深化设计|_|家具设计|_|家装设计|_|工业空间设计|_|木门设计|_|橱柜设计|_|硬装设计|_|空间设计|_|销售型设计
家居设计,服装设计方向,配饰设计
家居设计,照明设计方向,灯具设计
家居设计,设计职能,主案设计师|_|设计主管|_|设计师|_|设计师助理|_|设计总监|_|设计经理
家居设计,设计软件,CAD|_|InDesign|_|PhotoShop|_|三维家|_|酷家乐
家政,保洁方向,健身房保洁|_|办公室保洁|_|厂区保洁|_|商场保洁|_|家政保洁|_|庭院保洁|_|开荒保洁|_|楼宇保洁|_|民宿保洁|_|酒店保洁
家教,授课方式,一对一授课|_|线上授课|_|线下授课|_|集体授课
家教,教育阶段,初中教育|_|学前教育|_|小学教育|_|高中教育
家教,课程类别,化学|_|政治|_|数学|_|物理|_|生物|_|美术|_|英语|_|音乐
家教,资格证书,教师资格证
家电维修,维修方向,冰箱维修|_|净水器维修|_|平衡车维修|_|微波炉维修|_|油烟机维修|_|洗碗机维修|_|洗衣机维修|_|灯具维修|_|热水器维修|_|电视维修|_|空调维修
家装设计,室内设计方向,全屋定制设计|_|厨房配套设计|_|室内方案设计|_|室内施工图设计|_|室内深化设计|_|家具设计|_|家装设计|_|工业空间设计|_|木门设计|_|橱柜设计|_|硬装设计|_|空间设计|_|销售型设计
家装设计,服装设计方向,配饰设计
家装设计,照明设计方向,灯具设计
家装设计,设计职能,主案设计师|_|设计主管|_|设计师|_|设计师助理|_|设计总监|_|设计经理
家装设计,设计软件,CAD|_|InDesign|_|PhotoShop|_|三维家|_|酷家乐
导医,医疗科室,中医科|_|内科|_|口腔科|_|外科|_|妇产科|_|心电图|_|检验科
导医,护士工作方向,候诊服务|_|分诊|_|导诊|_|常规护理|_|护理科研|_|挂号咨询|_|排班管理|_|接待咨询|_|网络咨询
导医,护士职能,中医导医|_|医美导医|_|医院导医
导游,导游方向,全陪导游|_|地陪导游|_|户外领队|_|海外领队|_|讲解员|_|领队
导游,旅游主题,亲子游|_|冬夏令营|_|冬季滑雪|_|商务旅行|_|户外活动|_|研学旅行|_|红色旅游|_|自驾游|_|邮轮游
导游,旅游线路,东南亚/南亚/泰国游|_|中东非洲旅游|_|出境游|_|境内游|_|日韩旅游|_|欧美旅游|_|港澳台旅游|_|澳洲旅游|_|马尔代夫游
导游,语言方向,德语|_|日语|_|法语|_|英语|_|西班牙语|_|韩语
导演-编导,导演方向,动画导演|_|宣传片导演|_|电视剧导演|_|短视频导演|_|纪录片导演
导演-编导,导演编导职能,导演|_|导演助理|_|编导|_|编导助理
导演-编导,影视工作方向,影视制作|_|影视策划
导演-编导,编导方向,电竞节目编导|_|节目编导|_|音乐节目编导
导演助理,化妆造型职能,化妆助理|_|造型师助理
导演助理,经纪人职能,模特助理|_|歌手助理|_|演员助理|_|经纪人助理
导航算法,AI学习算法类型,Boosting|_|CNN|_|DNN|_|GBDT|_|LR|_|LambdaMART|_|RNN/LSTM|_|SVM|_|Seq2Seq|_|协同过滤|_|变量分析|_|强化学习|_|数据建模|_|文本挖掘|_|朴素贝叶斯|_|模式识别|_|矩阵分解|_|逻辑回归
导航算法,AI算法方向,密码算法|_|广告算法|_|推荐算法|_|搜索算法|_|机器学习算法|_|深度学习算法|_|算法设计|_|自然语言处理|_|视觉图像算法|_|视频算法|_|语音算法|_|运动控制算法
导航算法,Hadoop组件/工具,Hadoop|_|MapReduce|_|Spark|_|Storm
导航算法,数据职能,数据分析|_|数据开发|_|数据挖掘|_|数据采集
导航算法,深度学习框架,Caffe|_|Keras|_|MXNet|_|PyTorch|_|TensorFlow|_|Theano
导航算法,计算机语言方向,C++|_|Java|_|Python
导购,店员/导购方向,专柜导购|_|女装导购|_|母婴导购|_|男装导购|_|超市导购
导购,语言方向,日语|_|法语|_|英语|_|韩语
导购,销售行业属性,奢侈品销售|_|建材/家居销售|_|珠宝销售|_|电器销售
封装工程师,EDA软件,Cadence|_|Protel
封装工程师,硬件/电子半导体职能,电子工艺工程师|_|电控工程师
封装工程师,硬件工作方向,EMC测试|_|器件选型|_|嵌入式硬件开发|_|电路设计
封装工程师,硬件工具,AD|_|PADS
封装工程师,计算机语言方向,C++|_|C语言
封装工程师,设计软件,CAD
射频工程师,EDA软件,Cadence|_|Protel
射频工程师,硬件工作方向,PCB设计|_|器件选型|_|嵌入式软件开发|_|芯片设计|_|芯片验证
射频工程师,硬件工具,AD|_|ADS|_|HFSS|_|PADS
射频工程师,设计软件,CAD
射频工程师,通信工作方向,天线设计|_|滤波器设计
小学教师,授课方式,一对一授课|_|线上授课|_|线下授课|_|集体授课
小学教师,教师类型,助教|_|双语教师|_|家教|_|教研
小学教师,课程类别,奥数|_|数学|_|文科|_|英语
小学教师,资格证书,社会教师资格证|_|科学教师资格证|_|英语教师资格证|_|语文教师资格证
小学数学,授课方式,一对一授课|_|线上授课|_|线下授课|_|集体授课
小学数学,教师类型,助教|_|双语教师|_|家教|_|教研
小学数学,教育阶段,初中教育|_|大学教育|_|学前教育|_|小学教育|_|高中教育
小学数学,资格证书,教师资格证
小游戏开发,开发方向,小程序开发|_|手游开发|_|游戏前端开发|_|游戏后端开发|_|游戏客户端开发|_|移动开发
小游戏开发,引擎/框架,Cocos|_|DirectX|_|Egret|_|LayaAir|_|Layabox|_|Node.js|_|OpenGL|_|Unity3D|_|Unreal Engine|_|WebGL
小游戏开发,数据库,MySQL|_|PostgresSQL|_|Redis
小游戏开发,游戏类型,休闲游戏|_|卡牌游戏|_|射击游戏|_|棋牌游戏|_|电竞游戏|_|社交游戏|_|网络游戏|_|网页游戏|_|角色扮演游戏
小游戏开发,编程语言,C#|_|C++|_|CSS|_|C语言|_|Golang|_|HTML|_|Java|_|JavaScript|_|Lua|_|PHP|_|Python
小程序开发,框架,Flutter|_|Node.js|_|React|_|React Native|_|Taro|_|Vue|_|WePY|_|Webpack|_|Weex|_|mpvue|_|uni-app
小程序开发,编程语言,CSS|_|ES5|_|ES6|_|HTML|_|HTML5|_|JavaScript|_|Less|_|Sass|_|TypeScript
小语种教师,应用外语,俄语|_|印地语|_|印尼语|_|土耳其语|_|德语|_|意大利语|_|捷克语|_|日语|_|法语|_|波兰语|_|波斯语|_|泰语|_|缅甸语|_|英语|_|菲律宾语|_|葡萄牙语|_|蒙古语|_|西班牙语|_|越南语|_|阿拉伯语|_|韩语/朝鲜语|_|马来语
小语种教师,翻译内容,文学著作|_|新闻资讯|_|时事政治|_|期刊论文|_|法律文件
小语种教师,翻译形式,口译|_|听译|_|笔译
小语种教师,翻译软件,Across|_|CAT|_|MEMOQ|_|TRADOS|_|TRANSIT|_|Wordfast|_|Xbench
小语种教师,行业方向,IT/互联网|_|人工智能|_|体育行业|_|制药/医疗|_|制造业|_|动漫行业|_|大数据|_|广告业|_|建筑业|_|影视行业|_|房地产|_|批发/零售|_|教育培训|_|新能源|_|旅游业|_|机械行业|_|汽车|_|游戏|_|环保|_|电子/半导体|_|电子商务|_|知识产权|_|石油/石化|_|移民行业|_|能源行业|_|酒店/民宿|_|金融业|_|餐饮业
小语种翻译,应用外语,俄语|_|印地语|_|印尼语|_|土耳其语|_|德语|_|意大利语|_|捷克语|_|日语|_|法语|_|波兰语|_|波斯语|_|泰语|_|缅甸语|_|英语|_|菲律宾语|_|葡萄牙语|_|蒙古语|_|西班牙语|_|越南语|_|阿拉伯语|_|韩语/朝鲜语|_|马来语
小语种翻译,翻译内容,文学著作|_|新闻资讯|_|时事政治|_|期刊论文|_|法律文件
小语种翻译,翻译形式,口译|_|听译|_|笔译
小语种翻译,翻译软件,Across|_|CAT|_|MEMOQ|_|TRADOS|_|TRANSIT|_|Wordfast|_|Xbench
小语种翻译,行业方向,IT/互联网|_|人工智能|_|体育行业|_|制药/医疗|_|制造业|_|动漫行业|_|大数据|_|广告业|_|建筑业|_|影视行业|_|房地产|_|批发/零售|_|教育培训|_|新能源|_|旅游业|_|机械行业|_|汽车|_|游戏|_|环保|_|电子/半导体|_|电子商务|_|知识产权|_|石油/石化|_|移民行业|_|能源行业|_|酒店/民宿|_|金融业|_|餐饮业
少儿英语老师,授课方式,一对一授课|_|线上授课|_|线下授课|_|集体授课
少儿英语老师,教师类型,助教|_|双语教师|_|外教|_|家教|_|教研
少儿英语老师,教育阶段,初中教育|_|大学教育|_|学前教育|_|小学教育|_|成人教育|_|高中教育
少儿英语老师,资格证书,CET4|_|CET6|_|TEM4|_|TEM8
就业老师,人事方向,职业规划
就业老师,授课方式,一对一授课|_|线上授课|_|线下授课|_|集体授课
就业老师,教师类型,教育咨询师
就业老师,教育阶段,初中教育|_|大学教育|_|高中教育
展厅策划,展厅类型,VR/AR馆|_|企业馆|_|农业展|_|博物馆|_|家具展|_|政府展馆|_|文化馆|_|服装展|_|校园馆|_|漫展|_|珠宝展|_|科技馆|_|纪念馆|_|藏品展|_|规划馆|_|车展|_|食品展
展览设计-展示设计,展陈设计方向,博物馆展陈|_|展厅设计
